RepeatId,GenerationId,popCount,aliveCount,totalCount,generations,treeDepth,nodeCount,leafCount,branching,subcloneTotal,subcloneSelect,clonalDiversity,treeBalance,meanDriversPerCell
410,0,1,82,549,1000,0,1,1,0,1,1,1,0,1
411,0,1,48,496,1000,0,1,1,0,1,1,1,0,1
412,0,1,99,601,1000,0,1,1,0,1,1,1,0,1
413,0,1,119,607,1000,0,1,1,0,1,1,1,0,1
414,0,1,70,469,1000,0,1,1,0,1,1,1,0,1
415,0,1,68,484,1000,0,1,1,0,1,1,1,0,1
416,0,1,59,467,1000,0,1,1,0,1,1,1,0,1
417,0,1,41,454,1000,0,1,1,0,1,1,1,0,1
418,0,1,84,515,1000,0,1,1,0,1,1,1,0,1
419,0,1,164,667,1000,0,1,1,0,1,1,1,0,1
420,0,1,128,656,1000,0,1,1,0,1,1,1,0,1
421,0,1,116,575,1000,0,1,1,0,1,1,1,0,1
422,0,1,129,703,1000,0,1,1,0,1,1,1,0,1
423,0,1,88,600,1000,0,1,1,0,1,1,1,0,1
424,0,1,117,782,1000,0,1,1,0,1,1,1,0,1
425,0,1,74,563,1000,0,1,1,0,1,1,1,0,1
426,0,1,93,561,1000,0,1,1,0,1,1,1,0,1
427,0,1,93,527,1000,0,1,1,0,1,1,1,0,1
